證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外資買賣超,外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超,自營商買賣超,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),法人合計買賣超
05942U,南亞科國票54售05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05962P,金寶群益4C售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032126,新日興元大54購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032081,聯發科凱基54購06,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032160,皇昌永豐53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032169,T50反1凱基54購06,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
06059U,華邦電中信53售10,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086918,大成鋼元大51購07,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030461,大成鋼富邦55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032246,裕民富邦54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030313,南寶永豐53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,20000,30000,-10000,-10.0
030583,長榮統一57購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
087077,矽力國票52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030480,萬海元富52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030481,奇鋐元富58購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030532,長榮太凱基52購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
087166,台積電凱基67購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
087167,華碩凱基52購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,10000,20000,-10000,-10.0
030650,臻鼎元大52購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,14000,24000,-10000,-10.0
030633,智邦元大52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086295,鴻準元大54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086219,樺漢統一57購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05411U,滬深2X元富53售04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05417U,台灣50元大53售12,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
055170,聯發科元富4B購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
055812,技嘉群益4C購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,40000,50000,-10000,-10.0
05553U,台光電國票54售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,7000,17000,-10000,-10.0
055439,台積電群益54購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05367U,帆宣國票53售03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086189,晟銘電群益52購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,100000,110000,-10000,-10.0
05387U,世芯統一54售02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
053854,滬深2X群益4A購04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031350,南電群益52購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,155000,165000,-10000,-10.0
031344,景碩群益52購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031338,聯發科群益52購09,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031316,台塑化統一68購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086142,創意兆豐53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086137,晶心科凱基52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086160,聯發科凱基55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031296,亞光統一59購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
053010,大銀統一4C購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05293U,世芯群益52售12,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
035495,佳必琪第一56購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,17000,27000,-10000,-10.0
035488,T50反1富邦5C購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
035515,達麗凱基54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05290U,華通群益58售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086844,貿聯國票52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05779P,臺股指群益4C售02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086763,精成科元大52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
058427,鴻準統一57購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
058836,智原統一4B購04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
057216,川湖統一4B購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05713U,臺股指元富53售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,30000,40000,-10000,-10.0
05714U,T50正2國票53售03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05759U,緯穎元富53售10,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,7000,17000,-10000,-10.0
05607U,奇鋐群益53售08,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086552,神達元大51購11,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,112000,122000,-10000,-10.0
05641U,神達群益54售07,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086596,東哥群益51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086597,東哥群益51購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04954U,漢唐凱基52售03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,30000,40000,-10000,-10.0
04960U,臺股指凱基56售10,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
049127,世紀鋼元富53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04916U,漢唐凱基52售02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04857U,南亞國票56售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05071U,T50正2凱基52售05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
049875,晟銘電統一59購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05020U,臺股指凱基52售15,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04994U,臺股指元大52售16,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04999U,鴻海群益54售06,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
047104,技嘉統一4C購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04698U,智邦國泰53售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04709U,台灣50元大51售17,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
047429,精銳統一51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
048248,台積電統一4A購08,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04832U,台灣50凱基53售07,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
04844U,鴻海元大52售10,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,50000,60000,-10000,-10.0
048515,皇昌統一52購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
033886,龍德船凱基53購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,3000,13000,-10000,-10.0
033778,鴻準元大54購05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
033783,鉅祥元大53購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
036354,台積電國泰54購04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,50000,60000,-10000,-10.0
036457,元黃金永豐59購01,1000,0,1.0,0,0,0,0,0,0.0,-11.0,0,0,0,2000,13000,-11000,-10.0
036516,貿聯國泰54購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,51000,61000,-10000,-10.0
085175,毅嘉凱基4C購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
036573,達邁元大55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085446,上証2X國票52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,11000,21000,-10000,-10.0
085448,台亞國票51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
036760,南電群益53購08,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085278,帆宣統一5C購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
036713,台光電國票5A購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085384,長榮元大4C購08,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085340,矽統凱基51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05141U,健鼎元富52售03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
051415,達興統一53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05200U,臺股指凱基53售16,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032350,川湖兆豐54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032407,洋基凱基53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032395,聯發科凱基56購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05223U,臺股指富邦55售03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
05244U,臺股指群益52售22,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,13000,23000,-10000,-10.0
052514,偉詮電統一52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085743,世芯元大4C購13,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,21000,31000,-10000,-10.0
085717,上証2X元大4C購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,10000,20000,-10000,-10.0
085558,國泰金元大4C購05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
08554P,臺股指中信51售08,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031661,祥碩凱基54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085899,南亞科凱基4C購12,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085870,皇昌群益4C購04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085962,聯發科富邦51購06,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
08595P,臺股指中信4C售06,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
085994,晶心科永豐54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
086027,四維航國票53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032617,冠德統一51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032615,志聖元大53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,10000,20000,-10000,-10.0
038421,友達國票54購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
036170,中航國票54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031894,SGBR2X元富52購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031839,宏達電凱基55購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,10000,20000,-10000,-10.0
031848,智伸科凱基53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031844,德律凱基57購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031732,TPK國票53購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
03354U,聯電元大52售01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
032643,矽力元大53購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
036161,上銀國票54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
035255,世紀鋼元富53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,17000,27000,-10000,-10.0
087512,長榮群益51購05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030785,昇陽半永豐53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,1000,11000,-10000,-10.0
087610,台灣50凱基51購05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030889,元債2X永豐64購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030130,景碩國票56購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,15000,25000,-10000,-10.0
063978,上銀兆豐4C購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
064996,世紀鋼元富51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
066633,台積電永豐4A購04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031058,達邁群益53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031062,昇陽半群益54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
066145,華晶科統一51購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031002,廣宇元大54購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
065529,矽力統一51購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
065522,華航統一51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031046,川湖群益54購05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,6000,16000,-10000,-10.0
065324,嘉澤統一51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
065335,保瑞統一51購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
065338,采鈺統一55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
065339,南電統一55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
065310,怡利電統一55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030260,億泰元富52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030278,南亞國票53購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
030237,宏達電富邦54購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
068377,華新統一52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031610,新日興永豐55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031552,川湖群益58購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
031559,毅嘉群益52購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067958,創意永豐4A購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067986,祥碩統一51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
033633,世紀鋼統一55購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067021,長榮統一51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067408,台化統一51購03,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067409,鴻海統一51購05,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,20000,30000,-10000,-10.0
067492,滬深2X元大51購01,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067504,鴻海元大4A購04,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
067406,台塑統一51購06,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
068383,台積電統一62購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
068652,智原統一52購02,0,0,0.0,0,0,0,0,0,0.0,-10.0,0,0,0,0,10000,-10000,-10.0
4572,駐龍,3000,12102,-9.102,0,0,0,0,0,0.0,-1.0,0,1000,-1000,0,0,0,-10.102
6689,伊雲谷,4000,14000,-10.0,0,0,0,0,0,0.0,-0.125,0,125,-125,0,0,0,-10.125
00657,國泰日經225,0,0,0.0,0,0,0,0,0,0.0,-10.702,0,0,0,36318,47020,-10702,-10.702
6216,居易,11000,22000,-11.0,0,0,0,0,0,0.0,0.126,2000,1874,126,0,0,0,-10.874
5484,慧友,35000,46000,-11.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,-11.0
082291,緯穎永豐4B購06,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
081789,燿華國票4B購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
081776,緯穎凱基51購05,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,1000,12000,-11000,-11.0
038614,志聖凱基54購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
034691,華晶科凱基57購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
034667,牧德永豐56購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,29000,40000,-11000,-11.0
038664,鴻海元大54購52,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037880,台積電元大53購09,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037840,國巨凱基59購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,5000,16000,-11000,-11.0
081972,昇陽半中信4B購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,69000,80000,-11000,-11.0
036916,台灣50元富53購12,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
083634,神達統一52購04,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,6000,17000,-11000,-11.0
083833,富世達統一59購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,48000,59000,-11000,-11.0
083357,道瓊反凱基54購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037259,台達電凱基54購07,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,39000,50000,-11000,-11.0
084465,皇昌元大4C購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
032813,滬深2X凱基54購07,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
032903,樺漢凱基53購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,4000,15000,-11000,-11.0
084678,皇昌群益4C購03,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
032971,鴻海群益52購14,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
04502U,電子類國票51售05,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,9000,20000,-11000,-11.0
04390U,智原永豐51售02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,10000,21000,-11000,-11.0
034908,鉅祥元富53購03,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,401000,412000,-11000,-11.0
04001U,世芯永豐52售04,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,100000,111000,-11000,-11.0
087727,景碩兆豐53購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,7000,18000,-11000,-11.0
087819,勤誠群益51購07,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,330000,341000,-11000,-11.0
088178,台塑化元大51購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,20000,31000,-11000,-11.0
071752,國企2X元大4C購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,6000,17000,-11000,-11.0
071897,亞力統一52購03,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
088613,台泥元富51購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
088637,達興統一61購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
088751,欣興台新51購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,42000,53000,-11000,-11.0
075854,緯穎元大51購04,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037823,力積電群益53購05,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
076325,偉訓元富53購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
076356,鴻海元大4C購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037636,至上群益53購04,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037646,定穎控中信55購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
034426,為升元大53購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
072689,台積電國票53購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,64000,75000,-11000,-11.0
088885,帆宣元大51購06,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
089067,川湖元大51購10,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,10000,21000,-11000,-11.0
035789,萬海元富53購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
035812,大亞元大54購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
031182,昇陽半凱基52購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,22000,33000,-11000,-11.0
032299,上品元大53購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
089423,華城元大51購16,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
089712,台塑元富51購05,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,3000,14000,-11000,-11.0
078057,元金2X元富54購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,16000,27000,-11000,-11.0
068158,立隆電統一55購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
030142,T50反1群益52購03,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
063364,世芯凱基4C購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
034952,龍德船國泰54購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
038445,上銀群益53購05,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
031714,宏達電群益52購03,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,30000,41000,-11000,-11.0
032794,神達群益54購03,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
037056,力成統一59購01,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
05175U,台達電凱基53售02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,10000,21000,-11000,-11.0
085437,AES中信4C購02,0,0,0.0,0,0,0,0,0,0.0,-11.0,0,0,0,0,11000,-11000,-11.0
