證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外資買賣超,外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超,自營商買賣超,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),法人合計買賣超
034650,神達兆豐55購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,28000,5000,23000,23.0
035665,南寶群益59購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,33000,10000,23000,23.0
3002,歐格,27000,7000,20.0,0,0,0,0,0,0.0,3.0,3000,0,3000,0,0,0,23.0
082439,大立光國泰51購03,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
082290,聯茂永豐51購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,48000,25000,23000,23.0
4414,如興,41000,18000,23.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,23.0
3607,谷崧,47000,22000,25.0,0,0,0,0,0,0.0,-2.0,0,2000,-2000,0,0,0,23.0
3501,維熹,37000,9000,28.0,0,0,0,0,0,0.0,-5.0,0,5000,-5000,0,0,0,23.0
032762,眾達元大53購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
033547,金寶統一58購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
036193,台光電凱基57購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,53000,30000,23000,23.0
036738,佳必琪國泰54購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
036711,華邦電國票55購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,147000,124000,23000,23.0
085377,台光電元大53購03,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
035937,訊芯元富53購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
035140,緯穎國泰57購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
04634U,神達凱基51售11,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
033905,金像電元富53購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
036365,台達電元大57購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,78000,55000,23000,23.0
036361,緯穎國泰54購04,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
032057,宏致國票53購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
032062,飛捷國泰53購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
030015,臺股指凱基51購30,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
086897,華碩統一57購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
063278,鴻海統一4C購08,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
032264,道瓊銀元大54購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
05791U,光寶科永豐54售02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
057672,奇鋐統一4B購01,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,43000,20000,23000,23.0
086281,創意國泰52購03,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
05432U,臻鼎凱基53售07,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
087569,新日興元大51購05,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,27000,4000,23000,23.0
087355,勤誠凱基51購04,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,38000,15000,23000,23.0
066323,奇鋐永豐4A購02,0,0,0.0,0,0,0,0,0,0.0,23.0,0,0,0,23000,0,23000,23.0
3543,州巧,236000,212000,24.0,0,0,0,0,0,0.0,-1.284,0,1284,-1284,0,0,0,22.716
00639,富邦深100,120000,7000,113.0,0,0,0,0,0,0.0,-90.627,10000,0,10000,155000,255627,-100627,22.373
088285,聯茂永豐51購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,70000,48000,22000,22.0
088037,飛捷統一57購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
087960,大銀統一59購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
088589,東哥統一57購03,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
088652,友達永豐51購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
074797,鴻準元大4B購05,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,42000,20000,22000,22.0
075174,亞翔凱基51購03,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
073035,華城富邦4B購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
089078,台光電元大51購14,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
035557,富世達國票55購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,23000,1000,22000,22.0
080404,緯穎凱基51購04,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,23000,1000,22000,22.0
089645,昇陽半群益51購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
034359,台耀國票53購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,27000,5000,22000,22.0
035799,聚陽國泰54購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
031152,愛普富邦53購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,23000,1000,22000,22.0
035669,鈺邦群益53購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,25000,3000,22000,22.0
034279,台光電群益58購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,34000,12000,22000,22.0
034656,貿聯富邦56購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,117000,95000,22000,22.0
03589U,世芯國票4C售03,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,26000,4000,22000,22.0
084190,鴻準國泰51購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
084229,世芯永豐55購03,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
033358,亞光群益52購06,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
083821,景碩統一54購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,61000,39000,22000,22.0
083802,國泰金永豐51購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
083731,志聖國票51購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,30000,8000,22000,22.0
037954,為升國票58購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,64000,42000,22000,22.0
020028,元大特選電動車N,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,25000,3000,22000,22.0
067227,長榮航永豐51購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
068115,創意元富51購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
087434,嘉澤國泰52購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
05541U,龍德船凱基54售03,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,23000,1000,22000,22.0
05880U,國企2X凱基54售02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,24000,2000,22000,22.0
087013,華碩群益51購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,39000,17000,22000,22.0
087048,貿聯國泰52購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
032027,奇鋐群益58購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
033747,創意國泰53購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
036515,創意國泰54購01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,23000,1000,22000,22.0
04738U,可成凱基51售01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
04835U,聯電凱基52售01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
04890U,台化元富52售01,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,32000,10000,22000,22.0
085267,亞翔台新4C購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
085211,迎廣國泰51購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
036217,台達電台新53購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,32000,10000,22000,22.0
035345,鉅祥統一57購02,0,0,0.0,0,0,0,0,0,0.0,22.0,0,0,0,22000,0,22000,22.0
5434,崇越,213000,137000,76.0,0,0,0,0,17000,-17.0,-37.604,19,20,-1,263,37866,-37603,21.396
081487,京元電統一55購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
080966,臺股指群益57購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
080969,上銀統一55購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
083352,保瑞統一54購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,23000,2000,21000,21.0
083029,金像電富邦51購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
084252,廣宇凱基4C購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
032905,穎崴凱基58購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,26000,5000,21000,21.0
04030U,晟銘電永豐51售01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,31000,10000,21000,21.0
034344,緯穎元富58購03,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,27000,6000,21000,21.0
032423,昇貿群益52購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
032433,緯穎群益58購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,33000,12000,21000,21.0
089613,jpp凱基54購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,44000,23000,21000,21.0
080416,聯鈞統一61購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,44000,23000,21000,21.0
080436,SGBR2X永豐4B購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
080338,聯鈞統一55購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,24000,3000,21000,21.0
089848,京元電統一57購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,54000,33000,21000,21.0
088989,仁寶永豐53購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,32000,11000,21000,21.0
088901,川湖群益57購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,34000,13000,21000,21.0
089100,上銀群益51購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,54000,33000,21000,21.0
037659,國巨凱基55購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
088796,鴻海凱基53購06,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,23000,2000,21000,21.0
088538,光罩群益54購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
087994,愛普群益52購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,67000,46000,21000,21.0
088211,亞翔凱基51購06,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,25000,4000,21000,21.0
038386,奇鋐元富54購06,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,23000,2000,21000,21.0
035419,神基元大54購03,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
085618,天虹永豐51購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
032338,jpp中信53購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,29000,8000,21000,21.0
060012,台積電永豐4C購03,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
087043,鴻海國泰52購03,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
030584,陽明統一57購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
05885U,臺股指凱基53售23,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,30000,9000,21000,21.0
086473,東哥統一57購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
086382,勤誠凱基51購03,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,35000,14000,21000,21.0
05469U,奇鋐凱基54售07,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,23000,2000,21000,21.0
086115,統一凱基51購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
05303U,漢唐凱基54售07,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,22000,1000,21000,21.0
087429,元債2X國泰52購02,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
067993,台灣50群益51購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
068169,富世達統一54購01,0,0,0.0,0,0,0,0,0,0.0,21.0,0,0,0,21000,0,21000,21.0
6412,群電,167000,153000,14.0,0,0,0,0,1380,-1.38,8.283,0,0,0,8283,0,8283,20.903
4576,大銀微系統,81000,59000,22.0,0,0,0,0,0,0.0,-1.659,0,0,0,2000,3659,-1659,20.341
00852L,國泰美國道瓊正2,0,2000,-2.0,0,0,0,0,0,0.0,22.004,50000,0,50000,172004,200000,-27996,20.004
034037,華泰群益53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,85000,65000,20000,20.0
060704,奇鋐統一4B購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
030002,漢唐凱基51購07,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
06034U,智原凱基53售03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
032026,奇鋐群益56購06,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
032066,T50正2凱基53購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
087256,鴻海元大51購21,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
030668,廣宇群益53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
086892,技嘉台新51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,52000,32000,20000,20.0
030317,穎崴永豐52購04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05302U,漢唐凱基54售06,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
086079,鴻海元大52購07,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,21000,1000,20000,20.0
05334U,台積電凱基54售17,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05378U,臻鼎元富52售04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,75000,55000,20000,20.0
05458U,光寶科富邦53售02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,50000,30000,20000,20.0
054646,京元電元富4A購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05445U,滬深2X元大54售06,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
086375,和碩凱基51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
086414,潤泰新元富51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,50000,30000,20000,20.0
05517U,精成科凱基54售03,16000,0,16.0,0,0,0,0,0,0.0,4.0,0,0,0,50000,46000,4000,20.0
05578U,金像電群益53售08,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,50000,30000,20000,20.0
05619U,世芯凱基54售11,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05621U,富世達凱基54售07,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
057474,宏達電國票51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,44000,24000,20000,20.0
05716U,FBNQ2X國票53售01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031993,台達電永豐53購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
057798,智伸科統一4A購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
058058,宏達電國票5B購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,38000,18000,20000,20.0
05808U,台灣50群益53售11,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,31000,11000,20000,20.0
086804,亞光凱基56購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,40000,20000,20000,20.0
086811,來億凱基51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
086834,偉詮電國票52購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,30000,10000,20000,20.0
05203U,楠梓電國票53售03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
035139,迅得國泰54購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,27000,7000,20000,20.0
035127,采鈺國票53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05246U,台玻元大53售02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05230U,臻鼎凱基53售03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
032408,AES凱基53購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085215,中砂元大56購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,36000,16000,20000,20.0
036555,華邦電元大59購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,40000,20000,20000,20.0
085218,鴻準元大4C購08,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085289,亞翔永豐51購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04898U,臺股指元富57售02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
050309,雷虎統一59購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
05077U,精成科凱基52售01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,22000,2000,20000,20.0
05079U,富世達凱基52售02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,23000,3000,20000,20.0
04839U,AES凱基52售02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04805U,聯發科凱基53售03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04725U,智原凱基51售08,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04633U,世芯凱基51售22,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
036531,神達群益53購07,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,43000,23000,20000,20.0
036471,神達永豐56購04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
036369,華邦電元大59購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
033873,國泰金凱基53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
033770,台達電元大53購05,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
033771,台達電元大54購08,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,142000,122000,20000,20.0
085553,美律元大4C購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085728,華邦電元大51購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085674,光罩國票51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085747,亞翔元大4C購10,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085779,牧德兆豐53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,24000,4000,20000,20.0
037123,南電凱基53購10,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
035443,義隆群益53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,30000,10000,20000,20.0
031888,建準國泰53購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031905,漢唐元富52購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031831,南亞凱基53購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031789,金像電永豐53購04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031794,奇鋐永豐52購04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
035310,南寶凱基54購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
035308,辛耘凱基54購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,21000,1000,20000,20.0
03264U,可成凱基4C售01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031554,光寶科群益52購04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
067898,美債2X元大61購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
067931,臺股指元大4C購10,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
066894,道瓊反群益53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
030253,南亞元富52購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,30000,10000,20000,20.0
030748,金像電國泰53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
030818,國喬元大52購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,60000,40000,20000,20.0
030813,AES凱基56購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
030105,聯茂元富54購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
063310,世芯永豐4C購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
064778,陽明元富51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
064646,緯創元富4A購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
082095,陽明統一55購05,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
081989,華晶科富邦51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031157,聚陽凱基52購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,22000,2000,20000,20.0
036296,華邦電中信53購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
031074,美債2X永豐64購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
6862,三集瑞-KY,116000,98000,18.0,0,0,0,0,0,0.0,2.0,0,0,0,2000,0,2000,20.0
082118,精成科凱基4B購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
082190,辛耘國票51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,21000,1000,20000,20.0
082984,台光電元大4C購09,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
083001,正崴國票51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
081066,智邦富邦52購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
080890,台光電元大4B購08,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
033239,建準元富52購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
033285,裕民元大53購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
081145,SP黃豆國票4B購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
081258,建漢元富4C購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,60000,40000,20000,20.0
034149,創意凱基53購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
034309,亞翔永豐54購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
081749,仁寶群益4B購03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,30000,10000,20000,20.0
035666,上品群益53購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,22000,2000,20000,20.0
04034U,晟銘電國票51售03,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,30000,10000,20000,20.0
04017U,聯發科凱基51售10,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
085128,鴻海統一53購05,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,30000,10000,20000,20.0
04192U,世芯國票51售05,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,50000,30000,20000,20.0
04254U,奇鋐群益51售04,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04331U,大立光元大51售12,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04479U,欣興凱基51售06,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,40000,20000,20000,20.0
04467U,台積電元大54售18,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
044456,台積電元富4A購02,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
044466,緯創元富51購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04509U,聯發科凱基51售14,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
04512U,貿聯凱基51售09,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
084680,中信金群益4C購01,0,0,0.0,0,0,0,0,0,0.0,20.0,0,0,0,20000,0,20000,20.0
